message_id,date,sender_id,message
2376,2024-09-28 16:44:20+00:00,-1001432982009,"#💥ዛሬ ይጀምራል
#የሞያ_ፈቃድ_ለማሳደስ_ይመዝገቡ💥  
#Title= MEDICAL ETHICS 
💥15CEU
👉 መስከረም 20 / 2017 ይጀመራል ።
ለሁሉም ጤና ባለሞያዎች በሁሉም ክልሎችና ከተሞች ላላችሁ።
--------------------------------------------

📱0965410000
📱0968670067  
📱0942404444  
📱0941404444 
📱0965412222   
📱0462124400   
    Ethio-American CPD center & Health Consultancy.
🏃We Are Committed To Excellence In Medical Trainings ❗
-join our telegram channel 
T.me/eahci"
2375,2024-09-28 15:11:42+00:00,-1001432982009,"Notice :-Postponed 
 OB Ultrasound Trainings both @A.A & Hawassa -Postponed for the next week ."
2374,2024-09-27 21:01:51+00:00,-1001432982009,https://t.me/Dikoethiopia
2372,2024-09-27 15:20:09+00:00,-1001432982009,"እንኳን ለብርሃነ መስቀሉ በሰላም አደረሳችሁ

መልካም በአል።"
2371,2024-09-27 05:01:27+00:00,-1001432982009,"#💥
#የሞያ_ፈቃድ_ለማሳደስ_ይመዝገቡ💥  
#Title= MEDICAL ETHICS 
💥15CEU
👉 መስከረም19 / 2017 ይጀመራል ።
ለሁሉም ጤና ባለሞያዎች በሁሉም ክልሎችና ከተሞች ላላችሁ።
--------------------------------------------

📱0968670067  
📱0942404444  
📱0965410000
📱0941404444 
📱0965412222   
📱0462124400   
    Ethio-American CPD center & Health Consultancy.
🏃We Are Committed To Excellence In Medical Trainings ❗
-join our telegram channel 
T.me/eahci"
2369,2024-09-26 05:33:30+00:00,-1001432982009,"ኢትዮጵያ ተላላፊ ያልሆኑ በሽታዎችን በመከላከልና መቆጣጠር ላስመዘገበችው አመርቂ ውጤት እውቅና አገኘች

የተባበሩት መንግስታት ድርጅት (ተመድ) ኢትዮጵያ ተላላፊ ያልሆኑ በሽታዎችን በመከላከልና መቆጣጠር ላስመዘገበችው አመርቂ ውጤት እውቅና ሰጥቷል።"
2368,2024-09-25 16:34:15+00:00,-1001432982009,
2367,2024-09-25 15:37:24+00:00,-1001432982009,ይነበብ -CPD
2366,2024-09-25 08:55:23+00:00,-1001432982009,"💥 እንዳያመልጥዎ‼️💥
👉  ፈጥነው ይመዝገቡ !!

Dental Extraction & Care Training 
                     @ Hawassa 
👉መስከረም 19/ 2017ጀምሮ  ይሰጣል። 
---------------------------------------------

✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .

Call & Register  

   ☎️ 0968670067
   ☎️0965410000
   ☎️0941404444
   ☎️0965412222 

🏃For more info .follow us on telegram :-
t.me/eahci"
2365,2024-09-25 08:55:22+00:00,-1001432982009,"#OBGYN_Ultrasound_Training_Addis_Ababa
👉መስከረም 19 /2017ጀምሮ ለ 1 ሳምንት ይሰጣል ።(ከክህሎቱ ባሻገር የ15CEU CPD Certificate  እንሰጣለን።)
---------------------------------------------
⏩ሰልጣኞች-Medical Doctors , Medical Rad.Technologists , HO, Bsc ,& Msc Midwifery.
⏩አሰልጣኞች-Rad & OBGYN specialists .
🚩የስልጠና ቦታ-በተመረጡ ሆስፒታሎች
✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .
Call & Register 
   📞Tinbit   0942404444
  📞Selam      0968670067
  📞Ekram      0965410000
  📞Office     0941404444
  📞Office        0462124400

💥CEO📞0941038774
🏃For more info .follow us on telegram :-
t.me/eahci"
2364,2024-09-25 08:49:32+00:00,-1001432982009,"#💥
#የሞያ_ፈቃድ_ለማሳደስ_ይመዝገቡ💥  
#Title= MEDICAL ETHICS 
💥15CEU
👉 መስከረም19 / 2017 ይጀመራል ።
ለሁሉም ጤና ባለሞያዎች በሁሉም ክልሎችና ከተሞች ላላችሁ።
--------------------------------------------

📱0968670067  
📱0942404444  
📱0965410000
📱0941404444 
📱0965412222   
📱0462124400   
    Ethio-American CPD center & Health Consultancy.
🏃We Are Committed To Excellence In Medical Trainings ❗
-join our telegram channel 
T.me/eahci"
2363,2024-09-24 04:11:42+00:00,-1001432982009,"  #ዛሬ_ይጀምራል💥የሞያ_ፈቃድ_ለማሳደስ_CPD_ይመዝገቡ
#Title= NON communicable Disease Management 🔶15CEU
👉 መስከረም 14/2017 ይጀመራል ።
ለሁሉም ጤና ባለሞያዎች በሁሉም ክልሎችና ከተሞች ላላችሁ።
--------------------------------------------
📱0968670067 selam
📱0965410000   Ekram
📱0942404444  Tinbit
📱0941404444   daye
📱0965412222   office 
📳0462124400    office
    Ethio-American CPD center & Health Consultancy.
🏃We Are Committed To Excellence In Medical Trainings ❗
-join our telegram channel 
T.me/eahci"
2362,2024-09-23 12:01:17+00:00,-1001432982009,"  #💥ነገ ይጀምራል💥የሞያ_ፈቃድ_ለማሳደስ_CPD_ይመዝገቡ
#Title= NON communicable Disease Management 🔶15CEU
👉 መስከረም 14/2017 ይጀመራል ።
ለሁሉም ጤና ባለሞያዎች በሁሉም ክልሎችና ከተሞች ላላችሁ።
--------------------------------------------
 📱0968670067 selam
 📱0965410000   Ekram
 📱0942404444  Tinbit
 📱0941404444   daye
 📱0965412222   office 
 📳0462124400    office
    Ethio-American CPD center & Health Consultancy.
🏃We Are Committed To Excellence In Medical Trainings ❗
-join our telegram channel 
T.me/eahci"
2361,2024-09-23 06:51:26+00:00,-1001432982009,"#💥 እንዳያመልጥዎ Ultrasound_Training@Hawassa&Addis Ababa
👉መስከረም 19 /2017ጀምሮ ለ 1 ሳምንት ይሰጣል ።(ከክህሎቱ ባሻገር የ15CEU CPD Certificate  እንሰጣለን።)
---------------------------------------------
⏩ሰልጣኞች-Medical Doctors , Medical Rad.Technologists , HO, Bsc ,& Msc Midwifery.
⏩አሰልጣኞች-Rad & OBGYN specialists .
🚩የስልጠና ቦታ-በተመረጡ ሆስፒታሎች
✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .
Call & Register 
  📲Selam      0968670067
   📳 Ekram      0965410000
   📳 Tinbit       0942404444
   📳 Daye         0941404444
   📳 Office        0965412222 
   📳 Office        0462124400
🏃For more info .follow us on telegram :-
t.me/eahci"
2360,2024-09-22 09:39:34+00:00,-1001432982009,"  #💥ነገ ይጀምራል💥የሞያ_ፈቃድ_ለማሳደስ_CPD_ይመዝገቡ
#Title= NON communicable Disease Management 🔶15CEU
👉 መስከረም 14/2017 ይጀመራል ።
ለሁሉም ጤና ባለሞያዎች በሁሉም ክልሎችና ከተሞች ላላችሁ።
--------------------------------------------
 📱0968670067 selam
 📱0965410000   Ekram
 📱0942404444  Tinbit
 📱0941404444   daye
 📱0965412222   office 
 📳0462124400    office
    Ethio-American CPD center & Health Consultancy.
🏃We Are Committed To Excellence In Medical Trainings ❗
-join our telegram channel 
T.me/eahci"
2359,2024-09-21 16:47:37+00:00,-1001432982009,"💥 እንዳያመልጥዎ‼️💥
Dental Extraction & Care Training @ Hawassa 
👉መስከረም 20/ 2017ጀምሮ  ይሰጣል። 
---------------------------------------------

✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .

Call & Register  

   📞0965410000  
  📞0968670067
   
🏃For more info .follow us on telegram :-
t.me/eahci"
2358,2024-09-20 15:50:11+00:00,-1001432982009,"Hey Ethio-American CPD Center  & Health consultancy Families 
I am exploring how young individuals in Ethiopia and Rwanda perceive and make decisions about professional nutrition advice. Your insights will help me understand the key factors that influence the use of nutrition services and identify barriers to access. This survey should take about 3 - 5 minutes to complete. All responses will be kept confidential and will only be used for research purposes
Thanks for your support in advance 🙏🏾

Dr. Israel A.(  Staff ) 
https://docs.google.com/forms/d/19Uvv3WMU2SydZXdP2oRgCvCkBDCAHFpfusNaWn_mJ3g/edit?usp=sharing_eil&ts=66ed3780"
2357,2024-09-19 08:36:28+00:00,-1001432982009,"💥ዛሬ ይጀምራል #_CPD_
#ለሁሉም_ጤና_ባለሞያዎች_በሁሉም_ክልሎችና_ከተሞች ላላችሁ። መስከረም 11/2017 ጀምሮ ይሰጣል::
--------------------------------------
👉Syndromic Management of (STI)15CEU

📳0942404444
📳0941404444
📳0965410000
📳0965412222
📳0462124400
    🚩Organized By-(Ethio-American CPD center & Health Consultancy.)
🏃We Are Committed To Excellence In Medical Trainings ❗
-join our telegram channel 
T.me/eahci"
2356,2024-09-19 08:35:33+00:00,-1001432982009,"  #💥💥የሞያ_ፈቃድ_ለማሳደስ_CPD_ይመዝገቡ
#Title= NON communicable Disease Management 🔶15CEU
👉 መስከረም 14/2017 ይጀመራል ።
ለሁሉም ጤና ባለሞያዎች በሁሉም ክልሎችና ከተሞች ላላችሁ።
--------------------------------------------
📲0968670067 selam
 📱0965410000   Ekram
 📱0942404444  Tinbit
 📱0941404444   daye
 📱0965412222   office 
 📳0462124400    office
    Ethio-American CPD center & Health Consultancy.
🏃We Are Committed To Excellence In Medical Trainings ❗
-join our telegram channel 
T.me/eahci"
2355,2024-09-18 08:58:36+00:00,-1001432982009,"#💥 እንዳያመልጥዎ Ultrasound_Training@Hawassa&Addis Ababa
👉መስከረም 19 /2017ጀምሮ ለ 1 ሳምንት ይሰጣል ።(ከክህሎቱ ባሻገር የ15CEU CPD Certificate  እንሰጣለን።)
---------------------------------------------
⏩ሰልጣኞች-Medical Doctors , Medical Rad.Technologists , HO, Bsc ,& Msc Midwifery.
⏩አሰልጣኞች-Rad & OBGYN specialists .
🚩የስልጠና ቦታ-በተመረጡ ሆስፒታሎች
✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .
Call & Register 
  📲Selam      0968670067
   📳 Ekram      0965410000
   📳 Tinbit       0942404444
   📳 Daye         0941404444
   📳 Office        0965412222 
   📳 Office        0462124400
🏃For more info .follow us on telegram :-
t.me/eahci"
2354,2024-09-16 18:11:24+00:00,-1001432982009,"💥#_CPD_
#ለሁሉም_ጤና_ባለሞያዎች_በሁሉም_ክልሎችና_ከተሞች ላላችሁ። መስከረም 9/2017 ጀምሮ ይሰጣል::
--------------------------------------
👉Syndromic Management of (STI)15CEU
📞0968670067 
📳0942404444
📳0941404444
📳0965410000
📳0462124400
    🚩Organized By-(Ethio-American CPD center & Health Consultancy.)
🏃We Are Committed To Excellence In Medical Trainings ❗
-join our telegram channel 
T.me/eahci"
2353,2024-09-16 14:48:44+00:00,-1001432982009,"#Online_CPD_ዛሬ
#For_All_health_professionals
(Ethio-American-CPD) 

#Title_Pain Management 
መስከረም 6 /2017 ይጀምራል !
➯➯➯➯➯➯➯➯➯➯➯➯➯➯
    📞0968670067 Selam
   📞0965410000  Ekram
   📞 0942404444
   📞0941404444
   📞 0462124400  
http://T.me/eahci"
2352,2024-09-15 14:01:29+00:00,-1001432982009,"💥 ሰኞ ይጀምራል
#Online_CPD
#For_All_health_professionals
(Ethio-American-CPD) 

#Title_Pain Management 
መስከረም 6 /2017 ይጀምራል !
➩➩➩➩➩➩➩➩➩➩➩➩➩➩

   📞0965410000  Ekram
   📞0968670067  Selam 
   📞 0942404444
   📞0941404444
   📞0965412222
   📞 0462124400  
http://T.me/eahci"
2350,2024-09-14 07:50:30+00:00,-1001432982009,"#OBGYN_Ultrasound_Training#Addis_Ababa & #Hawassa_💥

#መሰከረም 12/2017 ጀምሮ ለ 1 ሳምንት ይሰጣል ።(ከክህሎቱ ባሻገር የ15CEU CPD Certificate  እንሰጣለን።)
----------------------------------------
⏩ሰልጣኞች-Medical Doctors , Medical Rad.Technologists , HO, Bsc ,& Msc Midwifery.
⏩አሰልጣኞች-Rad & OBGYN specialists .

✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .
Call & Register
📞Ekram       0965410000  
📞Tinbit        0942404444
📞Selam       0968670067
📞Day            0965412222

📞Office       0462124400

📞ለማንኛውም ጥቆማ (CEO) 0941038774
🏃For more info .follow us on telegram :-
t.me/eahci"
2349,2024-09-13 12:47:39+00:00,-1001432982009,
2348,2024-09-13 08:25:24+00:00,-1001432982009,"💥 እንዳያመልጥዎ‼️💥
Dental Extraction & Care Training @ Hawassa 
👉መስከረም 5/ 2017ጀምሮ  ይሰጣል። 
---------------------------------------------

✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .

Call & Register  

   ☎️ 0965410000  Ekram 
   
🏃For more info .follow us on telegram :-
t.me/eahci"
2347,2024-09-13 08:25:15+00:00,-1001432982009,"💥 ሰኞ ይጀምራል
#Online_CPD
#For_All_health_professionals
(Ethio-American-CPD) 

#Title_Pain Management 
መስከረም 6 /2017 ይጀምራል !
➩➩➩➩➩➩➩➩➩➩➩➩➩➩

   📞0965410000  Ekram
   📞0968670067  Selam 
   📞 0942404444
   📞0941404444
   📞0965412222
   📞 0462124400  
http://T.me/eahci"
2346,2024-09-10 20:20:41+00:00,-1001432982009,ለመላው የኢትዮጵያ ህዝብና ወዳጆች :እንኳን ለ2017 ዓ.ም በሰላም አደረሳችሁ እያልን : አዲሱ አመት የጤና የሰላምና የብልፅግና እንዲሆን እየተመኝን ከፊታችን ባሉት 13 ወራት በተሻለና በልዮ አገልግሎት እንደምንቀርብ ቃል እንገባለን።
2345,2024-09-09 07:34:22+00:00,-1001432982009,"💥 እንዳያመልጥዎ‼️💥
Dental Extraction & Care Training @ Hawassa 
👉መስከረም 19 / 2017 ጀምሮ  ይሰጣል። 
---------------------------------------------

✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .

Call & Register  

   ☎️ 0965410000  Ekram 
   
🏃For more info .follow us on telegram :-
t.me/eahci"
2344,2024-09-09 07:33:52+00:00,-1001432982009,"#የግርዛት_ስልጠና_Addis Ababa And Hawassa
#Circumcision_Skill_Training_@Addis Ababa&Hawassa(Adult & Neonates with Ring )  በቀለበትና ያለቀለበት ➥  መስከረም 19 /2017 ይሰጣል።(15CEU CPD & Skill)
🔶🔶🔶🔶🔶🔶🔶🔶🔶🔶
👉የግርዛት ክህሎት ስልጠና (በቀለበትና ያለቀለበት - Ring /Without Ring-cut ) ስልጠና 
👉አዘጋጅ-Ethio-American  Health Consultancy & CPD Center.
👉ሰልጣኞች-GP,HO,Nurse,Midwif
   📞Ekram 0965410000
   📞Selam  0968670067
   📞0941404444  Daye
   📞office       0965412222
   📞 Tinbit    0942404444
   📞Office       0462124400  

👉ማስታወሻ :-የሰልጣኞች ቁጥር 12 ብቻ መሆኑን እየገለፅን ቀድመው  የተመዘገቡ ብቻ የሚስተናገዱ መሆኑን እናሳውቃለን።
👉Circumcision is our Patented & Accredited Course !
:-t.me/eahci"
2343,2024-09-09 07:31:50+00:00,-1001432982009,"#ለሁሉም_ጤና_ባለሞያዎች_በሁሉም_ክልሎችና_ከተሞች ላላችሁ። መስከረም 2 /2017  ጀምሮ ይሰጣል::
-------------------------------------------
👉Pain Management
📳0965410000 Ekram
📳0942404444
📳0965412222
📳0941404444
📳0462124400
    🚩Organized By-(Ethio-American CPD center & Health Consultancy.)
🏃We Are Committed To Excellence In Medical Trainings ❗
-join our telegram channel 
T.me/eahci"
2342,2024-09-08 09:32:50+00:00,-1001432982009,
2341,2024-09-05 08:03:53+00:00,-1001432982009,"💥#ዛሬ ይጀምራል _CPD_training_Online_ለሁሉም_ጤና_ባለሞያዎች!!!
✔️#Title_Integrated Emergency Medicine 
# ጳጉሜ 3/2016  ጀምሮ  ይሰጣል።
#ለጤና_ባለሞያዎች_Oromia_Amhara_AA_Harari_SNNPR_Sidama_ላላችሁ።
--------------------------------------------
📞0965410000
📞0942404444
📞0941404444
📞0965412222
📞0462124400
    🚩Organized By-(Ethio-American CPD center & Health Consultancy.)
🏃We Are Committed To Excellence In Medical Trainings ❗
-join our telegram channel 
T.me/eahci"
2340,2024-09-04 21:11:40+00:00,-1001432982009,"Dear Ethio-American Medical Training CPD Center & Health Consultancy Team,
I would like to express my heartfelt gratitude for the exceptional training on basic obstetric ultrasound that you provided. The site selected for the training had an adequate number of cases, which significantly enhanced the practical learning experience.
I also want to acknowledge the efforts of the trainer, who delivered the material with clarity and expertise, ensuring we fully grasped the concepts and techniques. Furthermore, the coordinator's guidance and support, right from the registration process through to the completion of the course, were invaluable and greatly appreciated.
Thank you for your commitment to delivering such high-quality education. The skills and knowledge I gained will undoubtedly contribute to improving patient care in my practice.
Best regards,                       Molalgn Adugna"
2339,2024-09-01 04:42:25+00:00,-1001432982009,"💥ነገ ይጀምራል
#የሞያ_ፈቃድ_ለማሳደስ_ይመዝገቡ💥          

#Title= Infection Prevention 
  
💥15CEU
👉 ነሐሴ 29 /2016 ይጀመራል ።
ለሁሉም ጤና ባለሞያዎች በሁሉም ክልሎችና ከተሞች ላላችሁ።
--------------------------------------------

📱0965410000   
📱0942404444  
📱0941404444  
📱0965412222   
📱0462124400   
    Ethio-American CPD center & Health Consultancy.
🏃We Are Committed To Excellence In Medical Trainings ❗
-join our telegram channel 
T.me/eahci"
2338,2024-08-30 08:09:46+00:00,-1001432982009,"#💥ነገ ይጀምራል እንዳያመልጦ!
#Basic_Obstetric_Ultrasound_Training(#Addis_Ababa)
👉ነሐሴ 26/2016 ጀምሮ ለ 1 ሳምንት ይሰጣል ።(ከክህሎቱ ባሻገር የ15CEU CPD Certificate  እንሰጣለን።)
---------------------------------------------
⏩ሰልጣኞች-Medical Doctors , Medical Rad.Technologists , HO, Bsc ,& Msc Midwifery.
⏩አሰልጣኞች-Rad & OBGYN specialists .
🚩የስልጠና ቦታ-በተመረጡ ሆስፒታሎች(#ጋንዲ_ሆስፒታል)
✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .
Call & Register 
  
   📳 Ekram      0965410000
   📳 Tinbit       0942404444
   📳 Daye         0941404444
   📳 Office        0965412222 
   📳 Office        0462124400
🏃For more info .follow us on telegram :-
t.me/eahci"
2337,2024-08-29 20:32:56+00:00,-1001432982009,"💥We are hiring a Graphics Designer. If you are passionate about social media and creating content, send us your CV and portfolio  using the link below   t.me/EthiamericanCPDcenter 💥"
2336,2024-08-28 08:56:01+00:00,-1001432982009,"💥 ነገ  ይጀምራል   #CPD_training_For_All
#Title_Respectful_Maternity _Care(RMC)-15 CEU
#ነሐሴ 24/2016 ጀምሮ።
#ለጤና_ባለሞያዎች[#All_Regions]
---------------------------------------
📳 0965412222
📳0942404444 
📳0965410000
📳0941404444  
📳0462124400
    🚩Organized By-(Ethio-American CPD center & Health Consultancy.)
🏃We Are Committed To Excellence In Medical Trainings ❗
-join our telegram channel 
T.me/eahci"
2335,2024-08-28 08:31:40+00:00,-1001432982009,"#💥3 ቀን ቀረው እንዳያመልጦ
#Basic_Obstetric_Ultrasound_Training(#Addis_Ababa)
👉ነሐሴ 26/2016 ጀምሮ ለ 1 ሳምንት ይሰጣል ።(ከክህሎቱ ባሻገር የ15CEU CPD Certificate  እንሰጣለን።)
---------------------------------------------
⏩ሰልጣኞች-Medical Doctors , Medical Rad.Technologists , HO, Bsc ,& Msc Midwifery.
⏩አሰልጣኞች-Rad & OBGYN specialists .
🚩የስልጠና ቦታ-በተመረጡ ሆስፒታሎች(#ጋንዲ_ሆስፒታል)
✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .
Call & Register 
  
   📳 Ekram      0965410000
   📳 Tinbit       0942404444
   📳 Daye         0941404444
   📳 Office        0965412222 
   📳 Office        0462124400
🏃For more info .follow us on telegram :-
t.me/eahci"
